event number,district,time received,shift,time dispatched,time arrived,callcode,call code description,call type,priority,unit id,is primary,address,city,latitude,longitude,geo count,geo error
16-000002,E,1/1/16 0:00,1,1/1/16 0:02,1/1/16 0:15,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E501,TRUE,301 16TH ST;  ,JERSEY CITY,40.73345947,-74.04602814,1,S5HPNTSCZA
16-000272,E,1/1/16 2:45,1,1/1/16 2:47,1/1/16 2:50,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E201,FALSE,2 2ND ST;  ,JERSEY CITY,40.72136688,-74.03211212,1,S5HPNTSCZA
16-000272,E,1/1/16 2:45,1,1/1/16 2:47,1/1/16 2:50,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E501,TRUE,2 2ND ST;  ,JERSEY CITY,40.72136688,-74.03211212,1,S5HPNTSCZA
16-000278,E,1/1/16 2:48,1,1/1/16 2:49,1/1/16 3:00,E13.00,LOUD MUSIC; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,E301,TRUE,2ND ST & JERSEY AVE;  ,JERSEY CITY,40.72264862,-74.04586792,1,SX
16-000291,N,1/1/16 2:54,1,1/1/16 2:56,1/1/16 3:04,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N201,TRUE,128 HUTTON ST;  ,JERSEY CITY,40.74521637,-74.05142975,1,S5HPNTSCZA
16-000297,S,1/1/16 2:57,1,1/1/16 3:00,1/1/16 3:10,C27.00,MOTOR VEHICLE THEFT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,6,S301,TRUE,233 LEMBECK AVE;  ,JERSEY CITY,40.69776917,-74.09586334,1,S5HPNTSCZA
16-000298,N,1/1/16 2:58,1,1/1/16 3:15,1/1/16 3:19,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N101,TRUE,486 PAVONIA AVE; (2 FL),JERSEY CITY,40.73015213,-74.05638123,1,S5HPNTSCZA
16-000300,W,1/1/16 3:00,1,1/1/16 3:02,1/1/01 0:00,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,W301,TRUE,DUNCAN AVE & BERGEN AVE;  ,JERSEY CITY,40.72385025,-74.07015991,1,SX
16-000304,E,1/1/16 3:03,1,1/1/16 3:06,1/1/16 3:12,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E601,TRUE,88 FREMONT ST;  ,JERSEY CITY,40.71948624,-74.05976105,1,S5HPNTSCZA
16-000326,W,1/1/16 3:16,1,1/1/16 3:17,1/1/16 3:16,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,WSLAF1,TRUE,FORREST ST & MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71295929,-74.07704163,1,SX
16-000330,E,1/1/16 3:18,1,1/1/16 3:21,1/1/16 3:23,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E401,FALSE,WHITON ST & COMMUNIPAW AVE;  ,JERSEY CITY,40.71086884,-74.06199646,1,SX
16-000330,E,1/1/16 3:18,1,1/1/16 3:21,1/1/16 3:23,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E301,FALSE,WHITON ST & COMMUNIPAW AVE;  ,JERSEY CITY,40.71086884,-74.06199646,1,SX
16-000330,E,1/1/16 3:18,1,1/1/16 3:21,1/1/16 3:23,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E201,FALSE,WHITON ST & COMMUNIPAW AVE;  ,JERSEY CITY,40.71086884,-74.06199646,1,SX
16-000330,E,1/1/16 3:18,1,1/1/16 3:21,1/1/16 3:23,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E101,TRUE,WHITON ST & COMMUNIPAW AVE;  ,JERSEY CITY,40.71086884,-74.06199646,1,SX
16-000334,S,1/1/16 3:20,1,1/1/16 3:22,1/1/16 3:26,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S501,FALSE,208 PEARSALL AVE; 2  ,JERSEY CITY,40.69671631,-74.09555054,1,S5HPNTSCZA
16-000334,S,1/1/16 3:20,1,1/1/16 3:22,1/1/16 3:26,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S201,TRUE,208 PEARSALL AVE; 2  ,JERSEY CITY,40.69671631,-74.09555054,1,S5HPNTSCZA
16-000342,W,1/1/16 3:23,1,1/1/16 3:25,1/1/16 3:24,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,W401,TRUE,BERGEN AVE & ATLANTIC ST;  ,JERSEY CITY,40.71632004,-74.07845306,1,SX
16-000346,N,1/1/16 3:25,1,1/1/16 3:26,1/1/01 0:00,E13.00,LOUD MUSIC; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N301,TRUE,1007 SUMMIT AVE;  ,JERSEY CITY,40.74884033,-74.05056,1,S5HPNTSCZA
16-000348,W,1/1/16 3:25,1,1/1/16 3:27,1/1/16 3:26,Z33.00,RING BACK; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W501,TRUE,111 VAN WAGENEN AVE;  ,JERSEY CITY,40.7331543,-74.07006836,1,S5HPNTSCZA
16-000360,E,1/1/16 3:30,1,1/1/16 3:32,1/1/01 0:00,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,E601,TRUE,21 2ND ST;  ,JERSEY CITY,40.72134018,-74.03327179,1,S5HPNTSCZA
16-000360,E,1/1/16 3:30,1,1/1/16 3:32,1/1/01 0:00,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,E101,FALSE,21 2ND ST;  ,JERSEY CITY,40.72134018,-74.03327179,1,S5HPNTSCZA
16-000361,E,1/1/16 3:30,1,1/1/16 3:34,1/1/01 0:00,A12.00,ASSAULT NO WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,E401,TRUE,407 MONMOUTH ST;  ,JERSEY CITY,40.72373581,-74.04919434,1,S5HPNTSCZA
16-000365,N,1/1/16 3:34,1,1/1/16 3:35,1/1/01 0:00,E13.00,LOUD MUSIC; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N401,TRUE,41 RAVINE AVE;  ,JERSEY CITY,40.74040222,-74.04937744,1,S5HPNTSCZA
16-000370,S,1/1/16 3:35,1,1/1/16 3:39,1/1/16 3:46,H31.01,PERSON DOWN/CAUSE UNKNOWN; TIME ELAPSED NOT APPLICABLE; INJURY,PH,1,S201,TRUE,NEPTUNE AVE & OCEAN AVE;  ,JERSEY CITY,40.69208908,-74.09493256,1,SX
16-000379,E,1/1/16 3:40,1,1/1/16 3:42,1/1/01 0:00,A12.22,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; ATTEMPT TO CAUSE INJURY,PH,2,E101,TRUE,221 PACIFIC AVE; 4  ,JERSEY CITY,40.70965576,-74.0652771,1,S5HPNTSCZA
16-000380,S,1/1/16 3:42,1,1/1/16 3:44,1/1/01 0:00,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S201,FALSE,295 BERGEN AVE; (3 FL),JERSEY CITY,40.71213531,-74.08240509,1,S5HPNTSCZA
16-000382,W,1/1/16 3:42,1,1/1/16 3:43,1/1/01 0:00,E13.00,LOUD MUSIC; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,7,W101,TRUE,39 UNION ST; 2 (2 FL),JERSEY CITY,40.71213913,-74.07241058,1,S5HPNTSCZA
16-000383,E,1/1/16 3:42,1,1/1/16 3:45,1/1/01 0:00,B21.00,MERCHANT/CUSTOMER DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,E301,TRUE,2ND ST & BRUNSWICK ST;  ,JERSEY CITY,40.72306061,-74.0508728,1,SX
16-000386,E,1/1/16 3:46,1,1/1/16 3:50,1/1/16 4:03,C24.00,THEFT OTHER PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,6,E601,TRUE,118 BRUNSWICK ST; (3R FL),JERSEY CITY,40.72298813,-74.05078888,1,S5HPNTSCZA
16-000390,S,1/1/16 3:51,1,1/1/16 3:53,1/1/16 4:08,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,S501,FALSE,WILKENSON AVE (WILKINSON AVE) & OCEAN AVE;  ,JERSEY CITY,40.70544815,-74.07865143,2,SX
16-000390,S,1/1/16 3:51,1,1/1/16 3:53,1/1/16 4:08,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,S201,TRUE,WILKENSON AVE (WILKINSON AVE) & OCEAN AVE;  ,JERSEY CITY,40.70544815,-74.07865143,2,SX
16-000395,S,1/1/16 3:53,1,1/1/16 3:56,1/1/16 3:53,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S201,TRUE,DANFORTH AVE & OLD BERGEN RD;  ,JERSEY CITY,40.69797134,-74.09262848,1,SX
16-000398,N,1/1/16 3:54,1,1/1/16 3:55,1/1/16 3:54,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,NSGT,FALSE,646 NEWARK AVE;  ,JERSEY CITY,40.73405838,-74.05854797,1,S5HPNTSCZA
16-000398,N,1/1/16 3:54,1,1/1/16 3:55,1/1/16 3:54,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,N401,FALSE,646 NEWARK AVE;  ,JERSEY CITY,40.73405838,-74.05854797,1,S5HPNTSCZA
16-000398,N,1/1/16 3:54,1,1/1/16 3:55,1/1/16 3:54,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,N301,TRUE,646 NEWARK AVE;  ,JERSEY CITY,40.73405838,-74.05854797,1,S5HPNTSCZA
16-000398,N,1/1/16 3:54,1,1/1/16 3:55,1/1/16 3:54,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,N101,FALSE,646 NEWARK AVE;  ,JERSEY CITY,40.73405838,-74.05854797,1,S5HPNTSCZA
16-000398,N,1/1/16 3:54,1,1/1/16 3:55,1/1/16 3:54,E21.00,OTHER PUBLIC NUISANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,CCMDR,FALSE,646 NEWARK AVE;  ,JERSEY CITY,40.73405838,-74.05854797,1,S5HPNTSCZA
16-000402,W,1/1/16 3:57,1,1/1/16 3:58,1/1/01 0:00,D21.00,HYDRANT PARKING VIOLATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,W201,TRUE,72 VIRGINIA AVE;  ,JERSEY CITY,40.7129097,-74.07846069,1,S5HPNTSCZA
16-000407,S,1/1/16 4:02,1,1/1/16 4:03,1/1/16 4:02,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S501,FALSE,OCEAN AVE & NEW ST;  ,JERSEY CITY,40.69673157,-74.08882904,1,SX
16-000407,S,1/1/16 4:02,1,1/1/16 4:03,1/1/16 4:02,E14.00,STREET FIGHT ( NO WEAPONS ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S201,TRUE,OCEAN AVE & NEW ST;  ,JERSEY CITY,40.69673157,-74.08882904,1,SX
16-000412,N,1/1/16 4:04,1,1/1/16 4:05,1/1/16 4:05,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N301,FALSE,CHARLES ST & SUMMIT AVE;  ,JERSEY CITY,40.74885941,-74.05043793,1,SX
16-000412,N,1/1/16 4:04,1,1/1/16 4:05,1/1/16 4:05,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N201,TRUE,CHARLES ST & SUMMIT AVE;  ,JERSEY CITY,40.74885941,-74.05043793,1,SX
16-000421,E,1/1/16 4:11,1,1/1/16 4:12,1/1/16 4:11,C14.00,DAMAGE MOTOR VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,E301,FALSE,COLE (COLES ST) & NEWARK AVE;  ,JERSEY CITY,40.72237015,-74.04763794,1,SX
16-000421,E,1/1/16 4:11,1,1/1/16 4:12,1/1/16 4:11,C14.00,DAMAGE MOTOR VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,CE3M,TRUE,COLE (COLES ST) & NEWARK AVE;  ,JERSEY CITY,40.72237015,-74.04763794,1,SX
16-000431,S,1/1/16 4:18,1,1/1/16 4:19,1/1/16 4:33,A12.00,ASSAULT NO WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,S201,TRUE,GRANT AVE & OCEAN AVE;  ,JERSEY CITY,40.70718002,-74.07774353,1,SX
16-000432,W,1/1/16 4:19,1,1/1/16 4:22,1/1/01 0:00,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W301,TRUE,BERGEN AVE & GLENWOOD AVE;  ,JERSEY CITY,40.72631836,-74.06754303,1,SX
16-000433,S,1/1/16 4:19,1,1/1/16 4:20,1/1/16 4:25,A12.30,ASSAULT NO WEAPON; PERSON CRIME OCCURRED WITHIN 10 MINUTES; INJURY NOT APPLICABLE,911,3,S501,TRUE,60 WILKINSON AVE; 1R  ,JERSEY CITY,40.70524216,-74.07811737,1,S5HPNTSCZA
16-000435,S,1/1/16 4:22,1,1/1/16 4:25,1/1/01 0:00,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,S501,TRUE,360 MLK (MARTIN LUTHER KING DR);  ,JERSEY CITY,40.71146774,-74.07826996,1,S5HP-TSC-A
16-000446,S,1/1/16 4:32,1,1/1/16 4:34,1/1/01 0:00,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,S501,TRUE,WOODLAWN AVE & OCEAN AVE;  ,JERSEY CITY,40.7009697,-74.08300781,1,SX
16-000456,N,1/1/16 4:43,1,1/1/16 4:45,1/1/16 4:50,E15.00,LOITERING; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,7,N401,TRUE,11 JEFFERSON AVE;  ,JERSEY CITY,40.73620224,-74.04981232,1,S5HPNTSCZA
16-000463,W,1/1/16 4:48,1,1/1/16 4:49,1/1/01 0:00,Z33.00,RING BACK; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,9,W101,TRUE,445 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71340179,-74.07672119,1,S5HP-TSC-A
16-000465,E,1/1/16 4:51,1,1/1/16 4:52,1/1/16 5:14,Z33.00,RING BACK; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,9,E101,TRUE,72 MONTGOMERY ST; APT  1401  ,JERSEY CITY,40.71689987,-74.03730011,1,S5HPNTSCZA
16-000469,W,1/1/16 4:54,1,1/1/16 4:56,1/1/16 5:08,A11.00,ASSAULT WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,W201,FALSE,117 KENSINGTON AVE;  ,JERSEY CITY,40.72374344,-74.07684326,1,S5HPNTSCZA
16-000469,W,1/1/16 4:54,1,1/1/16 4:56,1/1/16 5:08,A11.00,ASSAULT WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,W501,TRUE,117 KENSINGTON AVE;  ,JERSEY CITY,40.72374344,-74.07684326,1,S5HPNTSCZA
16-000481,W,1/1/16 5:06,1,1/1/16 5:09,1/1/16 5:35,C29.00,BURG ALARM RESIDENTIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,W201,FALSE,55 MALLORY AVE; 74  ,JERSEY CITY,40.71606064,-74.09142303,1,S5HPNTSCZA
16-000481,W,1/1/16 5:06,1,1/1/16 5:09,1/1/16 5:35,C29.00,BURG ALARM RESIDENTIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,W101,TRUE,55 MALLORY AVE; 74  ,JERSEY CITY,40.71606064,-74.09142303,1,S5HPNTSCZA
16-000482,E,1/1/16 5:06,1,1/1/16 5:10,1/1/16 5:14,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E401,TRUE,NEWARK AVE & JERSEY AVE;  ,JERSEY CITY,40.72159958,-74.04615021,1,SX
16-000486,W,1/1/16 5:12,1,1/1/16 5:15,1/1/16 5:54,H23.00,LOST / MISLAID PROPERTY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,W401,TRUE,SIP AVE & JOURNAL SQ;  ,JERSEY CITY,40.73083878,-74.06433868,1,SX
16-000488,N,1/1/16 5:17,1,1/1/16 5:18,1/1/16 5:30,D11.01,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY,PH,1,N101,TRUE,881 TONNELE AVE;  ,JERSEY CITY,40.75875473,-74.05253601,1,S5HPNTSCZA
16-000492,W,1/1/16 5:20,1,1/1/16 5:24,1/1/16 5:48,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,W401,TRUE,57 SIP AVE;  ,JERSEY CITY,40.73045349,-74.06208801,1,S5HPNTSCZA
16-000493,W,1/1/16 5:20,1,1/1/16 5:21,1/1/16 5:35,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,2,W601,TRUE,MONTICELLO (MONTICELLO AVE) & HARRISON AVE;  ,JERSEY CITY,40.71760941,-74.07230377,1,SX
16-000494,E,1/1/16 5:21,1,1/1/16 5:23,1/1/16 5:35,A12.00,ASSAULT NO WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,E601,TRUE,480 WASHINGTON BLVD;  ,JERSEY CITY,40.72544861,-74.0353241,1,S5HPNTSCZA
16-000500,E,1/1/16 5:27,1,1/1/16 5:28,1/1/16 5:27,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E501,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
16-000501,S,1/1/16 5:29,1,1/1/16 5:31,1/1/16 7:38,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S302,FALSE,27 GRANT AVE; (2 FL),JERSEY CITY,40.70775986,-74.07879639,1,S5HPNTSCZA
16-000501,S,1/1/16 5:29,1,1/1/16 5:31,1/1/16 7:38,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S102,TRUE,27 GRANT AVE; (2 FL),JERSEY CITY,40.70775986,-74.07879639,1,S5HPNTSCZA
16-000502,E,1/1/16 5:29,1,1/1/16 5:31,1/1/16 5:40,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,E401,TRUE,WARREN ST & CHRISTOPHER COLUMBUS DR;  ,JERSEY CITY,40.71821976,-74.03884888,1,SX
16-000502,E,1/1/16 5:29,1,1/1/16 5:31,1/1/16 5:40,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,E101,FALSE,WARREN ST & CHRISTOPHER COLUMBUS DR;  ,JERSEY CITY,40.71821976,-74.03884888,1,SX
16-000503,N,1/1/16 5:31,1,1/1/16 5:33,1/1/16 5:36,A18.20,ROB AT RESIDENCE; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,NSGT,FALSE,188 TONNELE AVE; (2 FL),JERSEY CITY,40.73738861,-74.06584167,1,S5HPNTSCZA
16-000503,N,1/1/16 5:31,1,1/1/16 5:33,1/1/16 5:36,A18.20,ROB AT RESIDENCE; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,N301,FALSE,188 TONNELE AVE; (2 FL),JERSEY CITY,40.73738861,-74.06584167,1,S5HPNTSCZA
16-000503,N,1/1/16 5:31,1,1/1/16 5:33,1/1/16 5:36,A18.20,ROB AT RESIDENCE; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,N201,TRUE,188 TONNELE AVE; (2 FL),JERSEY CITY,40.73738861,-74.06584167,1,S5HPNTSCZA
16-000504,E,1/1/16 5:32,1,1/1/16 5:34,1/1/01 0:00,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,E301,TRUE,77 HUDSON ST;  ,JERSEY CITY,40.71281052,-74.03491211,1,S5HPNTSCZA
16-000510,E,1/1/16 5:37,1,1/1/16 5:42,1/1/16 5:53,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,E101,TRUE,CHRISTOPHER COLUMBUS (CHRISTOPHER COLUMBUS DR) & WARREN ST;  ,JERSEY CITY,40.71821976,-74.03884888,1,SX
16-000517,E,1/1/16 5:41,1,1/1/16 5:42,1/1/16 5:47,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,CBCI,FALSE,GRAND ST & MERSELES ST;  ,JERSEY CITY,40.71738052,-74.05635834,1,SX
16-000517,E,1/1/16 5:41,1,1/1/16 5:42,1/1/16 5:47,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E401,TRUE,GRAND ST & MERSELES ST;  ,JERSEY CITY,40.71738052,-74.05635834,1,SX
16-000521,W,1/1/16 5:45,1,1/1/16 5:47,1/1/16 6:12,A22.00,ROB PERSON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,W401,TRUE,65 VAN REYPEN ST;  ,JERSEY CITY,40.7295723,-74.06797791,1,S5HPNTSCZA
16-000529,S,1/1/16 5:57,1,1/1/16 5:58,1/1/16 5:57,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S201,TRUE,83 BERGEN AVE;  ,JERSEY CITY,40.7061882,-74.0871582,1,S5HPNTSCZA
16-000530,W,1/1/16 5:57,1,1/1/16 6:00,1/1/16 6:10,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W101,FALSE,COMMUNIPAW AVE & KENNEDY BLVD;  ,JERSEY CITY,40.7193985,-74.07778168,2,SX
16-000530,W,1/1/16 5:57,1,1/1/16 6:00,1/1/16 6:10,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W601,TRUE,COMMUNIPAW AVE & KENNEDY BLVD;  ,JERSEY CITY,40.7193985,-74.07778168,2,SX
16-000532,E,1/1/16 5:59,1,1/1/16 6:00,1/1/16 6:00,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E301,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
16-000535,E,1/1/16 6:01,1,1/1/16 6:02,1/1/16 6:08,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E101,TRUE,400 MARIN BLVD;  ,JERSEY CITY,40.72330475,-74.0406189,1,S5HPNTSC-A
16-000539,N,1/1/16 6:05,1,1/1/16 6:08,1/1/16 6:22,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N401,TRUE,TONNELE CIR (TONNELE CIRCLE) & TONNELE AVE;  ,JERSEY CITY,0,0,0,NOT FOUND
16-000543,S,1/1/16 6:07,1,1/1/16 6:09,1/1/01 0:00,F16.02,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; ATTEMPT TO CAUSE INJURY,PH,2,S201,TRUE,40 ARLINGTON AVE;  ,JERSEY CITY,40.70388412,-74.07782745,1,S5HPNTSCZA
16-000544,E,1/1/16 6:08,1,1/1/16 6:11,1/1/16 6:28,A12.20,ASSAULT NO WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,E101,TRUE,50 CHRISTOPHER COLUMBUS DR;  ,JERSEY CITY,40.71721268,-74.0346756,1,S5HPNTSC-A
16-000545,N,1/1/16 6:09,1,1/1/16 6:11,1/1/16 6:19,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,N201,TRUE,74 LINCOLN ST;  ,JERSEY CITY,40.74798203,-74.05226135,1,S5HPNTSCZA
16-000545,N,1/1/16 6:09,1,1/1/16 6:11,1/1/16 6:19,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,N101,FALSE,74 LINCOLN ST;  ,JERSEY CITY,40.74798203,-74.05226135,1,S5HPNTSCZA
16-000546,N,1/1/16 6:09,1,1/1/16 6:10,1/1/16 6:10,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N601,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-000556,E,1/1/16 6:21,1,1/1/16 6:23,1/1/01 0:00,E16.00,INTOXICATED PERSON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,E201,FALSE,30 HUDSON ST;  ,JERSEY CITY,40.71323013,-74.03474426,1,S5HPNTSCZA
